,ISBN,user_id,rating,title,author,publisher,image,year,average_rating,count_ratings
245,0399145087,16,127,Black Notice,Patricia Daniels Cornwell,Putnam Pub Group,http://images.amazon.com/images/P/0399145087.01.THUMBZZZ.jpg,1999,7.9375,256
247,0399146431,19,162,The Bonesetter's Daughter,Amy Tan,Putnam Publishing Group,http://images.amazon.com/images/P/0399146431.01.THUMBZZZ.jpg,2001,8.526315789473685,361
248,039914739X,8,44,Isle of Dogs,Patricia Daniels Cornwell,Putnam Publishing Group,http://images.amazon.com/images/P/039914739X.01.THUMBZZZ.jpg,2001,5.5,64
249,0399149155,24,194,Q Is for Quarry,Sue Grafton,Putnam Publishing Group,http://images.amazon.com/images/P/0399149155.01.THUMBZZZ.jpg,2002,8.083333333333334,576
250,0399501487,56,464,Lord of the Flies,William Gerald Golding,Perigee Trade,http://images.amazon.com/images/P/0399501487.01.THUMBZZZ.jpg,1959,8.285714285714286,3136
251,0425081818,8,61,The Talisman,Stephen King,Berkley Publishing Group,http://images.amazon.com/images/P/0425081818.01.THUMBZZZ.jpg,1985,7.625,64
252,0425105334,17,141,The Talisman,Stephen King,Berkley Publishing Group,http://images.amazon.com/images/P/0425105334.01.THUMBZZZ.jpg,1991,8.294117647058824,289
253,0425154092,39,314,From Potter's Field,Patricia Daniels Cornwell,Berkley Publishing Group,http://images.amazon.com/images/P/0425154092.01.THUMBZZZ.jpg,1996,8.051282051282051,1521
254,0425163407,31,248,Unnatural Exposure,Patricia Daniels Cornwell,Berkley Publishing Group,http://images.amazon.com/images/P/0425163407.01.THUMBZZZ.jpg,1998,8.0,961
255,0425169863,29,232,Point of Origin,Patricia Daniels Cornwell,Berkley Publishing Group,http://images.amazon.com/images/P/0425169863.01.THUMBZZZ.jpg,1999,8.0,841
256,0425175405,27,206,Black Notice,Patricia Daniels Cornwell,Berkley Publishing Group,http://images.amazon.com/images/P/0425175405.01.THUMBZZZ.jpg,2000,7.62962962962963,729
257,0425182908,30,173,Isle of Dogs,Patricia Cornwell,Berkley Publishing Group,http://images.amazon.com/images/P/0425182908.01.THUMBZZZ.jpg,2002,5.766666666666667,900
259,0425192725,22,178,Q Is for Quarry,Sue Grafton,Berkley Publishing Group,http://images.amazon.com/images/P/0425192725.01.THUMBZZZ.jpg,2003,8.090909090909092,484
261,0439064864,81,724,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,Scholastic,http://images.amazon.com/images/P/0439064864.01.THUMBZZZ.jpg,1999,8.938271604938272,6561
262,0439064872,73,647,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,Scholastic,http://images.amazon.com/images/P/0439064872.01.THUMBZZZ.jpg,2000,8.863013698630137,5329
264,0439136350,81,745,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,Scholastic,http://images.amazon.com/images/P/0439136350.01.THUMBZZZ.jpg,1999,9.197530864197532,6561
265,0439136369,57,512,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,Scholastic,http://images.amazon.com/images/P/0439136369.01.THUMBZZZ.jpg,2001,8.982456140350877,3249
266,0439139597,79,734,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,Scholastic,http://images.amazon.com/images/P/0439139597.01.THUMBZZZ.jpg,2000,9.291139240506329,6241
267,0439139600,48,440,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,Scholastic Paperbacks,http://images.amazon.com/images/P/0439139600.01.THUMBZZZ.jpg,2002,9.166666666666666,2304
269,043935806X,112,1011,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,Scholastic,http://images.amazon.com/images/P/043935806X.01.THUMBZZZ.jpg,2003,9.026785714285714,12544
270,043936213X,21,195,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,Scholastic,http://images.amazon.com/images/P/043936213X.01.THUMBZZZ.jpg,2001,9.285714285714286,441
272,0439420105,6,58,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,Scholastic,http://images.amazon.com/images/P/0439420105.01.THUMBZZZ.jpg,2002,9.666666666666666,36
274,0440198577,6,43,When the Wind Blows,John Saul,Bantam Doubleday Dell,http://images.amazon.com/images/P/0440198577.01.THUMBZZZ.jpg,0,7.166666666666667,36
275,0440206154,67,546,Red Dragon,Thomas Harris,Dell Publishing Company,http://images.amazon.com/images/P/0440206154.01.THUMBZZZ.jpg,2000,8.149253731343284,4489
276,044021145X,92,728,The Firm,John Grisham,Bantam Dell Publishing Group,http://images.amazon.com/images/P/044021145X.01.THUMBZZZ.jpg,1992,7.913043478260869,8464
277,0440211727,82,660,A Time to Kill,JOHN GRISHAM,Dell,http://images.amazon.com/images/P/0440211727.01.THUMBZZZ.jpg,1992,8.048780487804878,6724
278,0440212561,39,327,Outlander,DIANA GABALDON,Dell,http://images.amazon.com/images/P/0440212561.01.THUMBZZZ.jpg,1992,8.384615384615385,1521
279,0440213525,63,482,The Client,John Grisham,Dell Publishing Company,http://images.amazon.com/images/P/0440213525.01.THUMBZZZ.jpg,1994,7.650793650793651,3969
280,0440214041,73,547,The Pelican Brief,John Grisham,Dell,http://images.amazon.com/images/P/0440214041.01.THUMBZZZ.jpg,1993,7.493150684931507,5329
282,0440220602,57,434,The Chamber,John Grisham,Dell Publishing Company,http://images.amazon.com/images/P/0440220602.01.THUMBZZZ.jpg,1995,7.614035087719298,3249
283,0440221471,55,424,The Runaway Jury,JOHN GRISHAM,Dell,http://images.amazon.com/images/P/0440221471.01.THUMBZZZ.jpg,1997,7.709090909090909,3025
284,044022165X,41,300,The Rainmaker,JOHN GRISHAM,Dell,http://images.amazon.com/images/P/044022165X.01.THUMBZZZ.jpg,1996,7.317073170731708,1681
286,0440222656,41,320,The Horse Whisperer,Nicholas Evans,Dell,http://images.amazon.com/images/P/0440222656.01.THUMBZZZ.jpg,1996,7.804878048780488,1681
288,0440224675,44,319,Hannibal,Thomas Harris,Dell Publishing Company,http://images.amazon.com/images/P/0440224675.01.THUMBZZZ.jpg,2000,7.25,1936
289,0440224764,50,396,The Partner,John Grisham,Dell Publishing Company,http://images.amazon.com/images/P/0440224764.01.THUMBZZZ.jpg,1998,7.92,2500
290,0440225701,47,365,The Street Lawyer,JOHN GRISHAM,Dell,http://images.amazon.com/images/P/0440225701.01.THUMBZZZ.jpg,1999,7.76595744680851,2209
291,0440226430,67,516,Summer Sisters,Judy Blume,Dell Publishing Company,http://images.amazon.com/images/P/0440226430.01.THUMBZZZ.jpg,1999,7.701492537313433,4489
292,0440234743,47,361,The Testament,John Grisham,Dell,http://images.amazon.com/images/P/0440234743.01.THUMBZZZ.jpg,1999,7.680851063829787,2209
293,0440236673,44,340,The Brethren,John Grisham,Island,http://images.amazon.com/images/P/0440236673.01.THUMBZZZ.jpg,2000,7.7272727272727275,1936
294,044023722X,67,516,A Painted House,John Grisham,Dell Publishing Company,http://images.amazon.com/images/P/044023722X.01.THUMBZZZ.jpg,2001,7.701492537313433,4489
297,0440241073,36,275,The Summons,John Grisham,Dell Publishing Company,http://images.amazon.com/images/P/0440241073.01.THUMBZZZ.jpg,2002,7.638888888888889,1296
298,0440241537,22,160,The King of Torts,JOHN GRISHAM,Dell,http://images.amazon.com/images/P/0440241537.01.THUMBZZZ.jpg,2003,7.2727272727272725,484
300,0440418321,9,81,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,Yearling,http://images.amazon.com/images/P/0440418321.01.THUMBZZZ.jpg,2001,9.0,81
301,044041833X,6,55,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,Yearling,http://images.amazon.com/images/P/044041833X.01.THUMBZZZ.jpg,2001,9.166666666666666,36
303,0440498058,40,352,A Wrinkle In Time,MADELEINE L'ENGLE,Yearling,http://images.amazon.com/images/P/0440498058.01.THUMBZZZ.jpg,1998,8.8,1600
307,0440998050,38,340,A Wrinkle in Time,Madeleine L'Engle,Laure Leaf,http://images.amazon.com/images/P/0440998050.01.THUMBZZZ.jpg,1976,8.947368421052632,1444
308,0441304834,30,244,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,Ace Books,http://images.amazon.com/images/P/0441304834.01.THUMBZZZ.jpg,1995,8.133333333333333,900
309,0446310492,10,88,To Kill a Mockingbird,Harper Lee,Warner Books,http://images.amazon.com/images/P/0446310492.01.THUMBZZZ.jpg,1985,8.8,100
310,0446310786,90,807,To Kill a Mockingbird,Harper Lee,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,1988,8.966666666666667,8100
311,0446364495,9,67,The Bridges of Madison County,Robert James Waller,Warner Books,http://images.amazon.com/images/P/0446364495.01.THUMBZZZ.jpg,1995,7.444444444444445,81
312,044651652X,49,355,The Bridges of Madison County,Robert James Waller,Warner Books,http://images.amazon.com/images/P/044651652X.01.THUMBZZZ.jpg,1992,7.244897959183674,2401
313,0446520802,22,182,The Notebook,Nicholas Sparks,Warner Books,http://images.amazon.com/images/P/0446520802.01.THUMBZZZ.jpg,1996,8.272727272727273,484
314,0446523569,16,128,Message in a Bottle,Nicholas Sparks,Warner Books,http://images.amazon.com/images/P/0446523569.01.THUMBZZZ.jpg,1998,8.0,256
315,0446525502,11,102,The Rescue,Nicholas Sparks,Warner Books,http://images.amazon.com/images/P/0446525502.01.THUMBZZZ.jpg,2000,9.272727272727273,121
316,0446525537,18,135,A Walk to Remember,Nicholas Sparks,Warner Books,http://images.amazon.com/images/P/0446525537.01.THUMBZZZ.jpg,1999,7.5,324
317,0446527785,18,127,A Bend in the Road,Nicholas Sparks,Warner Books,http://images.amazon.com/images/P/0446527785.01.THUMBZZZ.jpg,2001,7.055555555555555,324
318,0446532231,42,353,"Dude, Where's My Country?",Michael Moore,Warner Books,http://images.amazon.com/images/P/0446532231.01.THUMBZZZ.jpg,2003,8.404761904761905,1764
319,0446601241,34,280,Kiss the Girls,James Patterson,Warner Books,http://images.amazon.com/images/P/0446601241.01.THUMBZZZ.jpg,1995,8.235294117647058,1156
320,0446605239,66,515,The Notebook,Nicholas Sparks,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,1998,7.803030303030303,4356
321,0446606812,47,333,Message in a Bottle,Nicholas Sparks,Warner Vision,http://images.amazon.com/images/P/0446606812.01.THUMBZZZ.jpg,1999,7.085106382978723,2209
322,0446607657,42,333,When the Wind Blows,James Patterson,Warner Vision,http://images.amazon.com/images/P/0446607657.01.THUMBZZZ.jpg,1999,7.928571428571429,1764
323,0446608955,43,357,A Walk to Remember,Nicholas Sparks,Warner Books,http://images.amazon.com/images/P/0446608955.01.THUMBZZZ.jpg,2000,8.30232558139535,1849
324,0446609404,32,243,Cradle and All,James Patterson,Warner Vision,http://images.amazon.com/images/P/0446609404.01.THUMBZZZ.jpg,2001,7.59375,1024
325,0446610038,70,553,1st to Die: A Novel,James Patterson,Warner Vision,http://images.amazon.com/images/P/0446610038.01.THUMBZZZ.jpg,2002,7.9,4900
326,0446610399,30,225,The Rescue,Nicholas Sparks,Warner Books,http://images.amazon.com/images/P/0446610399.01.THUMBZZZ.jpg,2001,7.5,900
327,0446611085,24,200,Suzanne's Diary for Nicholas,James Patterson,Warner Books,http://images.amazon.com/images/P/0446611085.01.THUMBZZZ.jpg,2003,8.333333333333334,576
328,0446611212,33,260,Violets Are Blue,James Patterson,Warner Vision,http://images.amazon.com/images/P/0446611212.01.THUMBZZZ.jpg,2002,7.878787878787879,1089
329,0446611867,33,247,A Bend in the Road,Nicholas Sparks,Warner Books,http://images.amazon.com/images/P/0446611867.01.THUMBZZZ.jpg,2002,7.484848484848484,1089
330,0446612545,29,220,The Beach House,James Patterson,Warner Books,http://images.amazon.com/images/P/0446612545.01.THUMBZZZ.jpg,2003,7.586206896551724,841
331,0446612790,36,283,2nd Chance,James Patterson,Warner Vision,http://images.amazon.com/images/P/0446612790.01.THUMBZZZ.jpg,2003,7.861111111111111,1296
332,0446613266,20,157,Four Blind Mice,James Patterson,Warner Books,http://images.amazon.com/images/P/0446613266.01.THUMBZZZ.jpg,2003,7.85,400
333,0446672211,92,778,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,Warner Books,http://images.amazon.com/images/P/0446672211.01.THUMBZZZ.jpg,1998,8.456521739130435,8464
335,0446676098,13,104,The Notebook,Nicholas Sparks,Warner Books,http://images.amazon.com/images/P/0446676098.01.THUMBZZZ.jpg,1999,8.0,169
338,0446679593,19,156,Suzanne's Diary for Nicholas,James Patterson,Warner Books,http://images.amazon.com/images/P/0446679593.01.THUMBZZZ.jpg,2002,8.210526315789474,361
340,0449003787,26,207,"\O\"" Is for Outlaw""",SUE GRAFTON,Ballantine Books,http://images.amazon.com/images/P/0449003787.01.THUMBZZZ.jpg,2001,7.961538461538462,676
341,0449005615,36,326,Seabiscuit: An American Legend,LAURA HILLENBRAND,Ballantine Books,http://images.amazon.com/images/P/0449005615.01.THUMBZZZ.jpg,2002,9.055555555555555,1296
342,0449212602,46,399,The Handmaid's Tale,Margaret Atwood,Fawcett Books,http://images.amazon.com/images/P/0449212602.01.THUMBZZZ.jpg,1989,8.673913043478262,2116
347,0451132378,16,135,Pet Sematary,Stephen King,Signet Book,http://images.amazon.com/images/P/0451132378.01.THUMBZZZ.jpg,1984,8.4375,256
348,0451137965,19,149,Thinner,Stephen King,New Amer Library,http://images.amazon.com/images/P/0451137965.01.THUMBZZZ.jpg,1985,7.842105263157895,361
351,0451142934,23,190,Skeleton Crew,Stephen King,New Amer Library,http://images.amazon.com/images/P/0451142934.01.THUMBZZZ.jpg,1986,8.26086956521739,529
352,0451149513,10,77,It,Stephen King,New Amer Library,http://images.amazon.com/images/P/0451149513.01.THUMBZZZ.jpg,1987,7.7,100
355,0451153553,24,195,Misery,Stephen King,New Amer Library,http://images.amazon.com/images/P/0451153553.01.THUMBZZZ.jpg,1988,8.125,576
356,0451156609,36,268,The Tommyknockers,Stephen King,Signet Book,http://images.amazon.com/images/P/0451156609.01.THUMBZZZ.jpg,1994,7.444444444444445,1296
357,0451157443,11,80,Carrie,Stephen King,Signet Book,http://images.amazon.com/images/P/0451157443.01.THUMBZZZ.jpg,1994,7.2727272727272725,121
359,0451160525,31,269,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,New American Library,http://images.amazon.com/images/P/0451160525.01.THUMBZZZ.jpg,1994,8.67741935483871,961
360,0451161343,19,144,Thinner,Stephen King,Signet Book,http://images.amazon.com/images/P/0451161343.01.THUMBZZZ.jpg,1994,7.578947368421052,361
361,0451162072,13,106,Pet Sematary,Stephen King,Signet Book,http://images.amazon.com/images/P/0451162072.01.THUMBZZZ.jpg,1994,8.153846153846153,169
362,0451163524,22,182,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,Signet Book,http://images.amazon.com/images/P/0451163524.01.THUMBZZZ.jpg,1997,8.272727272727273,484
363,0451167317,41,313,The Dark Half,Stephen King,Signet Book,http://images.amazon.com/images/P/0451167317.01.THUMBZZZ.jpg,1994,7.634146341463414,1681
364,0451168615,17,143,Skeleton Crew,Stephen King,Signet Book,http://images.amazon.com/images/P/0451168615.01.THUMBZZZ.jpg,1986,8.411764705882353,289
365,0451169514,22,175,It,Stephen King,Signet Book,http://images.amazon.com/images/P/0451169514.01.THUMBZZZ.jpg,1997,7.954545454545454,484
366,0451169522,30,238,Misery,Stephen King,Penguin USA (Paper),http://images.amazon.com/images/P/0451169522.01.THUMBZZZ.jpg,2004,7.933333333333334,900
367,0451170385,22,166,Four Past Midnight,Stephen King,Signet Book,http://images.amazon.com/images/P/0451170385.01.THUMBZZZ.jpg,2001,7.545454545454546,484
369,0451176464,41,310,Gerald's Game,Stephen King,Signet Book,http://images.amazon.com/images/P/0451176464.01.THUMBZZZ.jpg,2001,7.560975609756097,1681
370,0451177096,27,210,Dolores Claiborne,Stephen King,Signet Book,http://images.amazon.com/images/P/0451177096.01.THUMBZZZ.jpg,2004,7.777777777777778,729
371,0451180232,28,236,Nightmares &amp; Dreamscapes,Stephen King,Signet Book,http://images.amazon.com/images/P/0451180232.01.THUMBZZZ.jpg,2004,8.428571428571429,784
373,0451184963,41,325,Insomnia,Stephen King,Signet Book,http://images.amazon.com/images/P/0451184963.01.THUMBZZZ.jpg,1995,7.926829268292683,1681
375,0451186362,25,191,Rose Madder,Stephen King,Signet Book,http://images.amazon.com/images/P/0451186362.01.THUMBZZZ.jpg,2004,7.64,625
376,0451188462,24,183,Desperation,Stephen King,Signet Book,http://images.amazon.com/images/P/0451188462.01.THUMBZZZ.jpg,1997,7.625,576
379,0451194861,10,87,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,Signet Book,http://images.amazon.com/images/P/0451194861.01.THUMBZZZ.jpg,1998,8.7,100
392,0451524667,6,52,Animal Farm,George Orwell,New Amer Library Classics,http://images.amazon.com/images/P/0451524667.01.THUMBZZZ.jpg,1990,8.666666666666666,36
393,0451524934,47,418,1984,George Orwell,Signet Book,http://images.amazon.com/images/P/0451524934.01.THUMBZZZ.jpg,1990,8.893617021276595,2209
396,0451526341,36,305,Animal Farm,George Orwell,Signet,http://images.amazon.com/images/P/0451526341.01.THUMBZZZ.jpg,2004,8.472222222222221,1296
397,0452262143,19,160,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,Plume Books,http://images.amazon.com/images/P/0452262143.01.THUMBZZZ.jpg,1989,8.421052631578947,361
398,0452262933,6,53,1984,George Orwell,Plume Books,http://images.amazon.com/images/P/0452262933.01.THUMBZZZ.jpg,1983,8.833333333333334,36
400,0452279178,20,172,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,Plume Books,http://images.amazon.com/images/P/0452279178.01.THUMBZZZ.jpg,1997,8.6,400
403,0452282152,87,701,Girl with a Pearl Earring,Tracy Chevalier,Plume Books,http://images.amazon.com/images/P/0452282152.01.THUMBZZZ.jpg,2001,8.057471264367816,7569
404,0452284694,7,66,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,Plume Books,http://images.amazon.com/images/P/0452284694.01.THUMBZZZ.jpg,2003,9.428571428571429,49
410,0515131229,41,325,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,Jove Books,http://images.amazon.com/images/P/0515131229.01.THUMBZZZ.jpg,2003,7.926829268292683,1681
411,051513449X,12,107,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,Jove Books,http://images.amazon.com/images/P/051513449X.01.THUMBZZZ.jpg,1995,8.916666666666666,144
414,0517542099,8,73,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Harmony,http://images.amazon.com/images/P/0517542099.01.THUMBZZZ.jpg,1989,9.125,64
420,0552998486,12,98,Chocolat,Joanne Harris,Black Swan,http://images.amazon.com/images/P/0552998486.01.THUMBZZZ.jpg,2000,8.166666666666666,144
423,0553213105,25,211,Pride and Prejudice,Jane Austen,Bantam,http://images.amazon.com/images/P/0553213105.01.THUMBZZZ.jpg,1981,8.44,625
426,0553250426,47,395,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,Bantam Books,http://images.amazon.com/images/P/0553250426.01.THUMBZZZ.jpg,1984,8.404255319148936,2209
427,0553258001,12,103,The Cider House Rules,John Irving,Bantam Books,http://images.amazon.com/images/P/0553258001.01.THUMBZZZ.jpg,1986,8.583333333333334,144
428,0553268880,35,282,The Prince of Tides,Pat Conroy,Bantam Books,http://images.amazon.com/images/P/0553268880.01.THUMBZZZ.jpg,1987,8.057142857142857,1225
429,0553279912,58,439,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,Bantam,http://images.amazon.com/images/P/0553279912.01.THUMBZZZ.jpg,1987,7.568965517241379,3364
430,0553280341,55,430,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,Bantam,http://images.amazon.com/images/P/0553280341.01.THUMBZZZ.jpg,1986,7.818181818181818,3025
431,0553280368,43,355,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,Bantam,http://images.amazon.com/images/P/0553280368.01.THUMBZZZ.jpg,1987,8.255813953488373,1849
432,0553296981,41,360,Anne Frank: The Diary of a Young Girl,ANNE FRANK,Bantam,http://images.amazon.com/images/P/0553296981.01.THUMBZZZ.jpg,1993,8.78048780487805,1681
441,0553572997,44,351,The Alienist,Caleb Carr,Bantam Books,http://images.amazon.com/images/P/0553572997.01.THUMBZZZ.jpg,1995,7.9772727272727275,1936
443,0590112899,8,69,"The Subtle Knife (His Dark Materials, Book 2)",Philip Pullman,Scholastic Point,http://images.amazon.com/images/P/0590112899.01.THUMBZZZ.jpg,1998,8.625,64
444,0590353403,72,646,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,Scholastic,http://images.amazon.com/images/P/0590353403.01.THUMBZZZ.jpg,1998,8.972222222222221,5184
445,059035342X,120,1080,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,Arthur A. Levine Books,http://images.amazon.com/images/P/059035342X.01.THUMBZZZ.jpg,1999,9.0,14400
452,0618002227,26,233,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,Houghton Mifflin Company,http://images.amazon.com/images/P/0618002227.01.THUMBZZZ.jpg,1999,8.961538461538462,676
453,0618002235,15,148,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,Houghton Mifflin Company,http://images.amazon.com/images/P/0618002235.01.THUMBZZZ.jpg,1999,9.866666666666667,225
454,0618129030,7,66,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,Houghton Mifflin Company,http://images.amazon.com/images/P/0618129030.01.THUMBZZZ.jpg,2001,9.428571428571429,49
455,0618129081,6,55,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,Houghton Mifflin Company,http://images.amazon.com/images/P/0618129081.01.THUMBZZZ.jpg,2001,9.166666666666666,36
464,0670032379,18,156,The Secret Life of Bees,Sue Monk Kidd,Viking Books,http://images.amazon.com/images/P/0670032379.01.THUMBZZZ.jpg,2002,8.666666666666666,324
465,0670032549,8,69,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,Viking Books,http://images.amazon.com/images/P/0670032549.01.THUMBZZZ.jpg,2003,8.625,64
467,0670032573,6,55,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,Viking Books,http://images.amazon.com/images/P/0670032573.01.THUMBZZZ.jpg,2003,9.166666666666666,36
468,0670813028,14,118,It,Stephen King,Viking Books,http://images.amazon.com/images/P/0670813028.01.THUMBZZZ.jpg,1986,8.428571428571429,196
469,0670813648,12,102,Misery,Stephen King,Viking Books,http://images.amazon.com/images/P/0670813648.01.THUMBZZZ.jpg,1990,8.5,144
470,067082982X,12,91,The Dark Half,Stephen King,Viking Books,http://images.amazon.com/images/P/067082982X.01.THUMBZZZ.jpg,1992,7.583333333333333,144
471,0670835382,19,153,Four Past Midnight,Stephen King,Viking Books,http://images.amazon.com/images/P/0670835382.01.THUMBZZZ.jpg,1990,8.052631578947368,361
472,0670844527,20,149,Dolores Claiborne,Stephen King,Viking Books,http://images.amazon.com/images/P/0670844527.01.THUMBZZZ.jpg,1992,7.45,400
475,0670851086,13,95,Nightmares &amp; Dreamscapes,Stephen King,Viking Books,http://images.amazon.com/images/P/0670851086.01.THUMBZZZ.jpg,1993,7.3076923076923075,169
476,0670855030,18,154,Insomnia,Stephen King,Viking Books,http://images.amazon.com/images/P/0670855030.01.THUMBZZZ.jpg,1994,8.555555555555555,324
477,0670858692,14,110,Rose Madder,Stephen King,Viking Books,http://images.amazon.com/images/P/0670858692.01.THUMBZZZ.jpg,1995,7.857142857142857,196
478,0670868361,19,147,Desperation,Stephen King,Viking Books,http://images.amazon.com/images/P/0670868361.01.THUMBZZZ.jpg,1996,7.7368421052631575,361
480,0670880728,24,193,Bridget Jones's Diary,Helen Fielding,Viking Books,http://images.amazon.com/images/P/0670880728.01.THUMBZZZ.jpg,1998,8.041666666666666,576
481,067088300X,22,161,The Girls' Guide to Hunting and Fishing,Melissa Bank,Viking Books,http://images.amazon.com/images/P/067088300X.01.THUMBZZZ.jpg,1999,7.318181818181818,484
482,0670894605,19,166,The Secret Life of Bees,Sue Monk Kidd,Viking Books,http://images.amazon.com/images/P/0670894605.01.THUMBZZZ.jpg,2002,8.736842105263158,361
483,0671001795,60,506,Two for the Dough,Janet Evanovich,Pocket,http://images.amazon.com/images/P/0671001795.01.THUMBZZZ.jpg,1996,8.433333333333334,3600
484,0671003755,70,531,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,Washington Square Press,http://images.amazon.com/images/P/0671003755.01.THUMBZZZ.jpg,1996,7.585714285714285,4900
486,0671021001,65,503,She's Come Undone (Oprah's Book Club),Wally Lamb,Pocket,http://images.amazon.com/images/P/0671021001.01.THUMBZZZ.jpg,1998,7.7384615384615385,4225
488,0671027360,85,686,Angels &amp; Demons,Dan Brown,Pocket Star,http://images.amazon.com/images/P/0671027360.01.THUMBZZZ.jpg,2001,8.070588235294117,7225
490,0671039725,14,120,Carrie,Stephen King,Pocket,http://images.amazon.com/images/P/0671039725.01.THUMBZZZ.jpg,2002,8.571428571428571,196
492,0671041789,39,337,The Green Mile,Stephen King,Pocket,http://images.amazon.com/images/P/0671041789.01.THUMBZZZ.jpg,1999,8.64102564102564,1521
494,0671461494,6,52,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Pocket,http://images.amazon.com/images/P/0671461494.01.THUMBZZZ.jpg,1982,8.666666666666666,36
495,0671510053,43,336,SHIPPING NEWS,Annie Proulx,Scribner,http://images.amazon.com/images/P/0671510053.01.THUMBZZZ.jpg,1994,7.813953488372093,1849
496,0671617028,28,243,The Color Purple,Alice Walker,Pocket Books,http://images.amazon.com/images/P/0671617028.01.THUMBZZZ.jpg,1985,8.678571428571429,784
499,0671727796,28,240,The Color Purple,Alice Walker,Pocket,http://images.amazon.com/images/P/0671727796.01.THUMBZZZ.jpg,1990,8.571428571428571,784
501,0679417796,7,55,The Alienist,Caleb Carr,Random House,http://images.amazon.com/images/P/0679417796.01.THUMBZZZ.jpg,1994,7.857142857142857,49
504,0679432477,8,67,Empire Falls,RICHARD RUSSO,Knopf,http://images.amazon.com/images/P/0679432477.01.THUMBZZZ.jpg,2001,8.375,64
505,0679442790,12,89,The Reader,Bernhard Schlink,Random House,http://images.amazon.com/images/P/0679442790.01.THUMBZZZ.jpg,1997,7.416666666666667,144
506,0679444815,20,160,Timeline,Michael Crichton,Alfred A. Knopf,http://images.amazon.com/images/P/0679444815.01.THUMBZZZ.jpg,1999,8.0,400
507,0679746048,44,338,"Girl, Interrupted",SUSANNA KAYSEN,Vintage,http://images.amazon.com/images/P/0679746048.01.THUMBZZZ.jpg,1994,7.681818181818182,1936
508,067976402X,82,647,Snow Falling on Cedars,David Guterson,Vintage Books USA,http://images.amazon.com/images/P/067976402X.01.THUMBZZZ.jpg,1995,7.890243902439025,6724
509,0679879242,9,72,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,Knopf Books for Young Readers,http://images.amazon.com/images/P/0679879242.01.THUMBZZZ.jpg,1996,8.0,81
510,0679879250,8,71,"The Subtle Knife (His Dark Materials, Book 2)",Philip Pullman,Alfred A. Knopf,http://images.amazon.com/images/P/0679879250.01.THUMBZZZ.jpg,1997,8.875,64
511,0679893105,9,78,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,Knopf Books for Young Readers,http://images.amazon.com/images/P/0679893105.01.THUMBZZZ.jpg,1998,8.666666666666666,81
515,0684801523,42,319,The Great Gatsby,F. Scott Fitzgerald,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,1995,7.595238095238095,1764
